input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity	ARO	confers_resistance_to	resistance_to_drug_classes
amrfinderplus.ncbi.orfs.tsv	tet(40)	tetracycline efflux MFS transporter Tet(40)	NCBI Reference Gene Database	2023-Nov-01	WP_009247026.1	amrfinderplus	3.10.30	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE		160	1377	406			k119_2904										406				+	99.51	ARO:3000567	ARO:0000051	ARO:3000050
amrfinderplus.ncbi.orfs.tsv	vanH-D	D-lactate dehydrogenase VanH-D	NCBI Reference Gene Database	2023-Nov-01	WP_063856705.1	amrfinderplus	3.10.30	gene_presence_detected	VANCOMYCIN	54.8			GLYCOPEPTIDE		12	542	177			k119_33901										323				-	100.0	ARO:3002944	ARO:3000081	ARO:3000081
amrfinderplus.ncbi.orfs.tsv	tet(Q)	tetracycline resistance ribosomal protection protein Tet(Q)	NCBI Reference Gene Database	2023-Nov-01	WP_063856407.1	amrfinderplus	3.10.30	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE		11179	13101	641			k119_36643										641				+	99.38	ARO:3000191	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
amrfinderplus.ncbi.orfs.tsv	bexA	multidrug efflux MATE transporter BexA	NCBI Reference Gene Database	2023-Nov-01	BAB64566.1	amrfinderplus	3.10.30	gene_presence_detected	EFFLUX	80.36			EFFLUX		18	1085	356			k119_41685										443				-	92.98	ARO:3003953	ARO:0000045,ARO:3000662	ARO:0000001,ARO:3005386
amrfinderplus.ncbi.orfs.tsv	lnu(C)	lincosamide nucleotidyltransferase Lnu(C)	NCBI Reference Gene Database	2023-Nov-01	WP_063851341.1	amrfinderplus	3.10.30	gene_presence_detected	LINCOSAMIDE	100.0			LINCOSAMIDE		234	725	164			k119_46979										164				-	97.56	ARO:3002837	ARO:0000046	ARO:0000017
amrfinderplus.ncbi.orfs.tsv	sat4	streptothricin N-acetyltransferase Sat4	NCBI Reference Gene Database	2023-Nov-01	WP_000627290.1	amrfinderplus	3.10.30	gene_presence_detected	STREPTOTHRICIN	86.11			STREPTOTHRICIN		8	472	155			k119_47732										180				-	100.0	ARO:3002897	ARO:0000012	ARO:3000034
amrfinderplus.ncbi.orfs.tsv	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	NCBI Reference Gene Database	2023-Nov-01	WP_001096887.1	amrfinderplus	3.10.30	gene_presence_detected	AMIKACIN/KANAMYCIN	100.0			AMINOGLYCOSIDE		207	998	264			k119_48139										264				-	100.0	ARO:3002647	ARO:0000005,ARO:0000013,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000652,ARO:3000655,ARO:3000657,ARO:3000658	ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:3000707
amrfinderplus.ncbi.orfs.tsv	aadS	aminoglycoside 6-adenylyltransferase AadS	NCBI Reference Gene Database	2023-Nov-01	WP_003013318.1	amrfinderplus	3.10.30	gene_presence_detected	STREPTOMYCIN	100.0			AMINOGLYCOSIDE		34628	35488	287			k119_48233										287				+	100.0	ARO:3004683	ARO:0000040	ARO:0000016
amrfinderplus.ncbi.orfs.tsv	tet(X2)	tetracycline-inactivating monooxygenase Tet(X2)	NCBI Reference Gene Database	2023-Nov-01	WP_008651082.1	amrfinderplus	3.10.30	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE		12370	13533	388			k119_48273										388				+	99.74	ARO:3000205	ARO:0000030,ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
amrfinderplus.ncbi.orfs.tsv	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	NCBI Reference Gene Database	2023-Nov-01	WP_014636291.1	amrfinderplus	3.10.30	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE		978	2894	639			k119_60190										639				+	99.22	ARO:3000190	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050
